job_name,job_statement,parent_job,job_coverage,module_file,source_assembly,module_status,module_note,job_notes
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/installing-ocp-agent-prereqs.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,full,"reference: prerequisites; carries ifeval dispatch on prepare-pxe-assets-agent, which does not fire under this assembly's context","Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/installing-ocp-agent-download.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,full,procedure: obtaining the installer binary,"Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/installing-ocp-agent-inputs.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,full,"procedure: install-config.yaml and agent-config.yaml; carries ifeval dispatch on prepare-pxe-assets-agent and installing-using-iscsi, neither of which fires under this assembly's context","Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/installing-ocp-agent-ZTP.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,partial,"procedure: the only bridge between ABI and ZTP, but it stops at generating ZTP cluster manifests locally; it does not connect the site to a ZTP hub pipeline","Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/sample-ztp-custom-resources.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,full,concept: sample ZTP CRs produced by the ABI manifest generation step,"Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/installing-ocp-agent-boot.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,full,procedure: creating and booting the agent ISO at the site,"Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/installing-ocp-agent-verify.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,full,"procedure: tracking installation; carries ifeval dispatch on installing-with-agent-basic, which does not fire under this assembly's context","Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/installing-ocp-agent-gather-log.adoc,installing/installing_with_agent_based_installer/installing-with-agent-based-installer.adoc,full,procedure: log gathering when a disconnected site install fails,"Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,modules/preparing-an-initial-cluster-deployment-for-mce-disconnected.adoc,installing/installing_with_agent_based_installer/preparing-an-agent-based-installed-cluster-for-mce.adoc,partial,"procedure: prepares an ABI-installed disconnected cluster for multicluster engine; the closest content to making an ABI site manageable from a hub, but written for MCE rather than the ZTP pipeline","Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP > Use Agent-Based Installer for Disconnected Sites,Automate Edge Cluster Deployment with GitOps ZTP,partial,,,gap,"GAP: no module covers choosing the Agent-based Installer over hub-driven ZTP provisioning for a disconnected far-edge site, or importing an ABI-installed site into the ZTP pipeline afterwards.","Partial. No module documents the Agent-based Installer as the provisioning path for a GitOps ZTP-managed far-edge site: the ABI toolchain and the hub-driven ZTP pipeline are documented as separate installation methods. modules/installing-ocp-agent-ZTP.adoc is the only bridge and it covers only generating ZTP cluster manifests locally with `openshift-install agent create cluster-manifests`. Missing: guidance on when to choose ABI over hub-driven ZTP provisioning for a disconnected site, and how an ABI-installed edge cluster is subsequently imported into and managed by the ZTP pipeline."
