job_name,job_statement,parent_job,job_coverage,module_file,source_assembly,module_status,module_note,job_notes
Configure and Maintain the Pod Network (CNI),"When I deploy a cluster, I want to define CIDR ranges and network configuration, so I can prevent IP conflicts and meet organizational requirements",,partial,modules/machine-cidr-description.adoc,networking/networking_overview/cidr-range-definitions.adoc,full,,"Folded in the former sub-job 'Ensure every pod gets a unique IP in a flat network' (2.1.3), which had no modules of its own. The CIDR and host-prefix modules mapped here cover how address space is carved up, but no module states the flat L3 pod network and the per-pod unique routable IP guarantee. Write a concept module covering the flat pod network and per-node host prefix allocation; modules/nw-ovn-kubernetes-features.adoc implies it but is owned by 'Understand Networking Architecture'."
Configure and Maintain the Pod Network (CNI),"When I deploy a cluster, I want to define CIDR ranges and network configuration, so I can prevent IP conflicts and meet organizational requirements",,partial,modules/service-cidr-description.adoc,networking/networking_overview/cidr-range-definitions.adoc,full,,"Folded in the former sub-job 'Ensure every pod gets a unique IP in a flat network' (2.1.3), which had no modules of its own. The CIDR and host-prefix modules mapped here cover how address space is carved up, but no module states the flat L3 pod network and the per-pod unique routable IP guarantee. Write a concept module covering the flat pod network and per-node host prefix allocation; modules/nw-ovn-kubernetes-features.adoc implies it but is owned by 'Understand Networking Architecture'."
Configure and Maintain the Pod Network (CNI),"When I deploy a cluster, I want to define CIDR ranges and network configuration, so I can prevent IP conflicts and meet organizational requirements",,partial,modules/pod-cidr-description.adoc,networking/networking_overview/cidr-range-definitions.adoc,full,,"Folded in the former sub-job 'Ensure every pod gets a unique IP in a flat network' (2.1.3), which had no modules of its own. The CIDR and host-prefix modules mapped here cover how address space is carved up, but no module states the flat L3 pod network and the per-pod unique routable IP guarantee. Write a concept module covering the flat pod network and per-node host prefix allocation; modules/nw-ovn-kubernetes-features.adoc implies it but is owned by 'Understand Networking Architecture'."
Configure and Maintain the Pod Network (CNI),"When I deploy a cluster, I want to define CIDR ranges and network configuration, so I can prevent IP conflicts and meet organizational requirements",,partial,modules/host-prefix-description.adoc,networking/networking_overview/cidr-range-definitions.adoc,full,,"Folded in the former sub-job 'Ensure every pod gets a unique IP in a flat network' (2.1.3), which had no modules of its own. The CIDR and host-prefix modules mapped here cover how address space is carved up, but no module states the flat L3 pod network and the per-pod unique routable IP guarantee. Write a concept module covering the flat pod network and per-node host prefix allocation; modules/nw-ovn-kubernetes-features.adoc implies it but is owned by 'Understand Networking Architecture'."
Configuring OVN-Kubernetes internal IP address subnets,"When I need to provide network connectivity for workloads, I want to configure OVN-Kubernetes internal IP address subnets, so pods can receive unique IP addresses and communicate reliably across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/nw-ovn-kubernetes-change-join-subnet.adoc,networking/ovn_kubernetes_network_provider/configure-ovn-kubernetes-subnets.adoc,full,,
Configuring OVN-Kubernetes internal IP address subnets,"When I need to provide network connectivity for workloads, I want to configure OVN-Kubernetes internal IP address subnets, so pods can receive unique IP addresses and communicate reliably across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/nw-ovn-k-day-2-masq-subnet.adoc,networking/ovn_kubernetes_network_provider/configure-ovn-kubernetes-subnets.adoc,full,,
Configuring OVN-Kubernetes internal IP address subnets,"When I need to provide network connectivity for workloads, I want to configure OVN-Kubernetes internal IP address subnets, so pods can receive unique IP addresses and communicate reliably across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/nw-ovn-kubernetes-change-transit-subnet.adoc,networking/ovn_kubernetes_network_provider/configure-ovn-kubernetes-subnets.adoc,full,,
Configuring the cluster network range,"When I need to establish cluster networking, I want to configure the cluster network range, so I can provide scalable and non-overlapping IP address space for workload communication.",Configure and Maintain the Pod Network (CNI),full,modules/nw-cluster-network-range-edit.adoc,networking/configuring_network_settings/configuring-cluster-network-range.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/node-network-configuration-policy-file.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-manage-nncp-cli.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-creating-interface-on-nodes.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-confirming-policy-updates-on-nodes.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-removing-interface-from-nodes.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-node-network-config-console.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-create-node-network-config-console.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-updating-node-network-configuration-policy-file.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-update-node-network-config-form.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-update-node-network-config-yaml.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-delete-node-network-config.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Configure Node Network Interfaces,"When I need cluster nodes to communicate reliably with workloads and external networks, I want to configure node network interfaces, so I can ensure consistent connectivity, routing, and network performance across the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/virt-troubleshooting-incorrect-policy-config.adoc,networking/k8s_nmstate/k8s-nmstate-troubleshooting-node-network.adoc,partial,Troubleshooting support for the job,
Verify network configurations by observing interface states,"When auditing cluster infrastructure, I want to view the current applied state and topology of my node network interfaces, so I can verify that my network configurations match my desired setup.",Configure Node Network Interfaces,full,modules/virt-viewing-network-state-of-node.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Verify network configurations by observing interface states,"When auditing cluster infrastructure, I want to view the current applied state and topology of my node network interfaces, so I can verify that my network configurations match my desired setup.",Configure Node Network Interfaces,full,modules/virt-viewing-graphical-representation-of-network-state-of-node-console.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Verify network configurations by observing interface states,"When auditing cluster infrastructure, I want to view the current applied state and topology of my node network interfaces, so I can verify that my network configurations match my desired setup.",Configure Node Network Interfaces,full,modules/virt-viewing-list-of-nodenetworkstate-resources-console.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Verify network configurations by observing interface states,"When auditing cluster infrastructure, I want to view the current applied state and topology of my node network interfaces, so I can verify that my network configurations match my desired setup.",Configure Node Network Interfaces,full,modules/virt-monitor-node-network-config-console.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Verify network configurations by observing interface states,"When auditing cluster infrastructure, I want to view the current applied state and topology of my node network interfaces, so I can verify that my network configurations match my desired setup.",Configure Node Network Interfaces,full,modules/viewing-stats-collected-kubernetes-nmtate-op.adoc,networking/networking_operators/k8s-nmstate-about-the-k8s-nmstate-operator.adoc,partial,"Operator metrics, adjacent to interface-state observation",
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-nmstate-example-policy-configurations.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-ethernet-nncp.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-bridge-nncp.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-vlan-nncp.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-bond-nncp.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-nmstate-multiple-interfaces.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-host-vrf.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-vf-host-services.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-creating-infiniband-interface-on-nodes.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Segment traffic by configuring specific network interfaces,"When setting up host networking, I want to define specific network interfaces (like bridges, VLANs, or bonds), so I can segment traffic and ensure high availability for my workloads.",Configure Node Network Interfaces,full,modules/virt-example-dynamic-matching-templating.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Simplify automation by assigning alternative interface names,"When managing heterogeneous hardware, I want to assign consistent alternative names to network interfaces based on MAC or PCI addresses, so I can simplify my network automation scripts.",Configure Node Network Interfaces,full,modules/k8s-nmstate-about-alternative-names.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Simplify automation by assigning alternative interface names,"When managing heterogeneous hardware, I want to assign consistent alternative names to network interfaces based on MAC or PCI addresses, so I can simplify my network automation scripts.",Configure Node Network Interfaces,full,modules/k8s-nmstate-creating-alternative-interface-names.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Simplify automation by assigning alternative interface names,"When managing heterogeneous hardware, I want to assign consistent alternative names to network interfaces based on MAC or PCI addresses, so I can simplify my network automation scripts.",Configure Node Network Interfaces,full,modules/k8s-nmstate-creating-alternative-interface-names-by-identifier.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
Simplify automation by assigning alternative interface names,"When managing heterogeneous hardware, I want to assign consistent alternative names to network interfaces based on MAC or PCI addresses, so I can simplify my network automation scripts.",Configure Node Network Interfaces,full,modules/k8s-nmstate-deleting-alternative-interface-names.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,
"Ensure external communication by customizing IP, DNS, and routing","When integrating my cluster with the broader data center, I want to customize IP addresses, DNS settings, and routing rules, so I can ensure seamless communication with external systems.",Configure Node Network Interfaces,partial,modules/virt-example-nmstate-IP-management.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,"IP and routing customization are well covered by the NMState examples, but node-level DNS customization is only documented as disconnected-environment troubleshooting. A task module for setting node DNS servers and search domains through a NodeNetworkConfigurationPolicy is missing."
"Ensure external communication by customizing IP, DNS, and routing","When integrating my cluster with the broader data center, I want to customize IP addresses, DNS settings, and routing rules, so I can ensure seamless communication with external systems.",Configure Node Network Interfaces,partial,modules/virt-example-inherit-static-ip-from-nic.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,"IP and routing customization are well covered by the NMState examples, but node-level DNS customization is only documented as disconnected-environment troubleshooting. A task module for setting node DNS servers and search domains through a NodeNetworkConfigurationPolicy is missing."
"Ensure external communication by customizing IP, DNS, and routing","When integrating my cluster with the broader data center, I want to customize IP addresses, DNS settings, and routing rules, so I can ensure seamless communication with external systems.",Configure Node Network Interfaces,partial,modules/virt-routes-route-rules.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,"IP and routing customization are well covered by the NMState examples, but node-level DNS customization is only documented as disconnected-environment troubleshooting. A task module for setting node DNS servers and search domains through a NodeNetworkConfigurationPolicy is missing."
"Ensure external communication by customizing IP, DNS, and routing","When integrating my cluster with the broader data center, I want to customize IP addresses, DNS settings, and routing rules, so I can ensure seamless communication with external systems.",Configure Node Network Interfaces,partial,modules/virt-example-predictable-route-table-id.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,"IP and routing customization are well covered by the NMState examples, but node-level DNS customization is only documented as disconnected-environment troubleshooting. A task module for setting node DNS servers and search domains through a NodeNetworkConfigurationPolicy is missing."
"Ensure external communication by customizing IP, DNS, and routing","When integrating my cluster with the broader data center, I want to customize IP addresses, DNS settings, and routing rules, so I can ensure seamless communication with external systems.",Configure Node Network Interfaces,partial,modules/nw-nmstate-enable-per-interface-ip-forwarding.adoc,networking/k8s_nmstate/k8s-nmstate-updating-node-network-config.adoc,full,,"IP and routing customization are well covered by the NMState examples, but node-level DNS customization is only documented as disconnected-environment troubleshooting. A task module for setting node DNS servers and search domains through a NodeNetworkConfigurationPolicy is missing."
"Ensure external communication by customizing IP, DNS, and routing","When integrating my cluster with the broader data center, I want to customize IP addresses, DNS settings, and routing rules, so I can ensure seamless communication with external systems.",Configure Node Network Interfaces,partial,modules/k8s-nmstate-troubleshooting-dns-disconnected-env.adoc,networking/k8s_nmstate/k8s-nmstate-troubleshooting-node-network.adoc,partial,"DNS guidance is framed as disconnected-environment troubleshooting, not as configuration","IP and routing customization are well covered by the NMState examples, but node-level DNS customization is only documented as disconnected-environment troubleshooting. A task module for setting node DNS servers and search domains through a NodeNetworkConfigurationPolicy is missing."
"Ensure external communication by customizing IP, DNS, and routing","When integrating my cluster with the broader data center, I want to customize IP addresses, DNS settings, and routing rules, so I can ensure seamless communication with external systems.",Configure Node Network Interfaces,partial,modules/nw-dns-forward.adoc,networking/networking_operators/dns-operator.adoc,partial,"Cluster DNS forwarding, not node interface DNS","IP and routing customization are well covered by the NMState examples, but node-level DNS customization is only documented as disconnected-environment troubleshooting. A task module for setting node DNS servers and search domains through a NodeNetworkConfigurationPolicy is missing."
Convert to IPv4/IPv6 dual-stack networking,"When my network requirements change, I want to convert my cluster to IPv4/IPv6 dual-stack, so I can support workloads requiring both protocol versions.",Configure and Maintain the Pod Network (CNI),full,modules/nw-dual-stack-convert.adoc,networking/ovn_kubernetes_network_provider/converting-to-dual-stack.adoc,full,,
Convert to IPv4/IPv6 dual-stack networking,"When my network requirements change, I want to convert my cluster to IPv4/IPv6 dual-stack, so I can support workloads requiring both protocol versions.",Configure and Maintain the Pod Network (CNI),full,modules/nw-dual-stack-convert-back-single-stack.adoc,networking/ovn_kubernetes_network_provider/converting-to-dual-stack.adoc,full,,
Convert to IPv4/IPv6 dual-stack networking,"When my network requirements change, I want to convert my cluster to IPv4/IPv6 dual-stack, so I can support workloads requiring both protocol versions.",Configure and Maintain the Pod Network (CNI),full,modules/nw-router-configuring-dual-stack.adoc,networking/ingress_load_balancing/routes/nw-configuring-routes.adoc,partial,Dual-stack for routes; supporting content,
Configure hybrid networking with OVN-Kubernetes,"When I have mixed OS environments, I want to configure hybrid networking, so I can support joining diverse nodes to the cluster.",Configure and Maintain the Pod Network (CNI),full,modules/configuring-hybrid-ovnkubernetes.adoc,networking/ovn_kubernetes_network_provider/configuring-hybrid-networking.adoc,full,,
Enable and disable multicast for a project,"When my application requires multicast, I want to enable multicast for a specific project, so my pods can use multicast traffic protocols.",Configure and Maintain the Pod Network (CNI),full,modules/nw-about-multicast.adoc,networking/ovn_kubernetes_network_provider/enabling-multicast.adoc,full,,
Enable and disable multicast for a project,"When my application requires multicast, I want to enable multicast for a specific project, so my pods can use multicast traffic protocols.",Configure and Maintain the Pod Network (CNI),full,modules/nw-enabling-multicast.adoc,networking/ovn_kubernetes_network_provider/enabling-multicast.adoc,full,,
Enable and disable multicast for a project,"When my application requires multicast, I want to enable multicast for a specific project, so my pods can use multicast traffic protocols.",Configure and Maintain the Pod Network (CNI),full,modules/nw-disabling-multicast.adoc,networking/ovn_kubernetes_network_provider/disabling-multicast.adoc,full,,
Configure the node port service range,"When I need to control which ports are allocated for external service access, I want to configure the node port service range, so I can align the cluster's port assignments with my organization's firewall rules and network policies.",Configure and Maintain the Pod Network (CNI),full,modules/nw-nodeport-service-range-edit.adoc,networking/configuring_network_settings/configuring-node-port-service-range.adoc,full,,
Configure storage and flow collection for network observability,"When the Network Observability Operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure and Maintain the Pod Network (CNI),partial,modules/network-observability-resource-recommendations.adoc,observability/network_observability/configuring-operator.adoc,full,,Sits under the pod network (CNI) job but is really a Network Observability job; it also restates its own child jobs 2.7.1 and 2.7.2. Decide whether to keep it as a grouping job under Network Flow Visibility or delete it and promote its two children.
Configure storage and flow collection for network observability,"When the Network Observability Operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure and Maintain the Pod Network (CNI),partial,modules/network-observability-resources-table.adoc,observability/network_observability/configuring-operator.adoc,full,,Sits under the pod network (CNI) job but is really a Network Observability job; it also restates its own child jobs 2.7.1 and 2.7.2. Decide whether to keep it as a grouping job under Network Flow Visibility or delete it and promote its two children.
Configure storage and flow collection for network observability,"When the Network Observability Operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure and Maintain the Pod Network (CNI),partial,modules/network-observability-total-resource-usage.adoc,observability/network_observability/configuring-operator.adoc,full,,Sits under the pod network (CNI) job but is really a Network Observability job; it also restates its own child jobs 2.7.1 and 2.7.2. Decide whether to keep it as a grouping job under Network Flow Visibility or delete it and promote its two children.
Configure storage and flow collection for network observability,"When the Network Observability Operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure and Maintain the Pod Network (CNI),partial,modules/network-observability-nodes-taints-tolerations.adoc,observability/network_observability/network-observability-scheduling-resources.adoc,full,,Sits under the pod network (CNI) job but is really a Network Observability job; it also restates its own child jobs 2.7.1 and 2.7.2. Decide whether to keep it as a grouping job under Network Flow Visibility or delete it and promote its two children.
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-flowcollector-view.adoc,observability/network_observability/configuring-operator.adoc,full,,
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-flowcollector-example.adoc,observability/network_observability/configuring-operator.adoc,full,,
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-important-flowcollector-considerations.adoc,observability/network_observability/installing-operators.adoc,full,,
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-configuring-FLP-sampling.adoc,observability/network_observability/configuring-operator.adoc,full,,
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-filter-network-flows-at-ingestion.adoc,observability/network_observability/configuring-operator.adoc,full,,
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-configuring-quickfilters-flowcollector.adoc,observability/network_observability/configuring-operator.adoc,full,,
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-flowcollector-kafka-config.adoc,observability/network_observability/configuring-operator.adoc,full,,
Configure the Network Observability Operator FlowCollector,"When the operator is installed, I want to configure flow collection settings, so I can capture the right network traffic data for my use case.",Configure storage and flow collection for network observability,full,modules/network-observability-enriched-flows.adoc,observability/network_observability/configuring-operator.adoc,full,,
